,ratingscore,reviewdescription,sentiment_score,sentiment_label,Date
598,1,"The phone was only good for about 10 days then became black screen and no respond. I contacted the seller and they took it back. We sent it out by free return with bubble wrap protection, no crack and no damage but the black screen after 10 days use. I wish I took a picture for everything before I sent it back to prove the condition, but I did not. When the seller got the phone, they told me there was a crack at the back of the phone, and sent me a picture of a phone with a crack at back. so it was out of warranty and they could not take it back for repair , exchange or return. So they sent it back to me. NO REFUND!!!! So we paid money for a defective refurbished phone! I am very disappointed with this experience. And I will not recommend this seller.",-0.9374,Negative,2023-07-03
599,4,Works great though!,0.6588,Positive,2023-06-01
600,3,Phone arrived in good shape but the SIM card tray was missing.,-0.2144,Negative,2023-02-20
601,1,This phone battery is At 81%,0.0,Neutral,2023-07-29
602,2,"Don't listen to all this guarantee stuff, clearly wasn't tested and shotty work renewing this phone as you can see where they took it apart and scratches on the top and bottom as well. Battery only last 3-4 hours. Don't get me started on the return policy and the sad offer to fix it and return it in 2 weeks. (No they don't send a return kit)",0.5789,Positive,2023-01-06
603,4,"Phone looks great! The edges of the camera appears dinged up for some reason if you look up close but otherwise, looks brand new. Battery health is 87%. Not so great but, it is a pre-owned phone so, Ill deal. I was hoping for something better since I bought it as Excellent condition!",0.9549,Positive,2023-09-05
604,1,Speaker doesn’t work,0.0,Neutral,2023-07-28
605,1,Absolutely a scam,-0.6115,Negative,2023-05-18
606,2,"Could never swipe out of home page, did not work As soon as it was out of the box",0.0,Neutral,2023-03-17
607,4,I received my iPhone fast but when I open it there wasn’t sim pin in the box to insert my SIM card also there’s a scratch on the front screen next to the front camera. was a bit disappointed but I’m willing to look past that everything is working fine no major issues but I love my iPhone(Pink) 🥰,0.2617,Positive,2023-04-16
608,2,The battery stated 90% maximum capacity but charging super fast within 30 minutes from 1% to 100%. And battery drain away quickly within 12  hours even just standby and use a few minutes online  or call.,0.7469,Positive,2023-06-01
609,1,"Although the phone looks good, the battery health is only 88% out of the box. This company says anything over 80% is still good. I’m very disappointed.",0.3415,Positive,2023-10-13
610,5,Itsss good,0.4404,Positive,2023-04-02
611,5,"I have bought at least 6 phone's from Amazon, one for me and one for the wife. First the Moto g6,the Power and Play version,then bumped up to LG G7 for wife,LG G8 for me. NOW,I bought the Samsung Galaxy s21 5g for me and bought this s20 Plus for her. Both refurbished mine bought Good, her's I bought Excellent. Couldn't tell the difference between the good and excellent,both phones look new. However, the Samsung Galaxy s20 Plus next to my Samsung Galaxy s21 5g, let's just say I was gonna keep it for myself. The display and the way it felt in my hands, plus all the same goodies. My Wife will never need another phone. But if we do Amazon is the place for me. PS got the phone early.",0.81,Positive,2023-06-13
612,4,"Receive the box open the box, reviewed the phone at the same time. I went to go, put the layover glass and noticed that it was broken before removing it out of its own packaging.",-0.4767,Negative,2023-09-14
613,5,I brought a iPhone 8 from this company an it works well so hopefully it stays that way lol,0.8122,Positive,2023-10-01
614,4,Great phone I honestly didn’t expect what I expected is quite clean👌🏾.If I honestly had to complain I would say my battery life is at 87% which is fair to me.Thanks for the Phone.,0.872,Positive,2023-02-26
615,4,Excellent value.  Able to install updates,0.7269,Positive,2023-10-04
616,3,"I think this is a genuine seller w great phones, but unfortunately, I was unable to activate mine. I'm having to return it. Despite that, I did want to review the phone for face-value.It looked great, very few marks and isolated to the edges and around the sides of the phone. I think if you take a magnifying glass to it, or if you're more picky than me, you'll find the nicks along the edges annoying since the phone is red, but it's the least of my worries. Screen is pristine, cameras are great, and face recognition seemed fine. Battery life was at 97%. It was quick and responsive with no lag, had no weird discoloration/bars on the screen, and had great sound. I didn't connect anything via bluetooth, tho.Wish the phone had worked out for me. I would be interested to hear if any other verizon customers ran into similar issues, because I know verizon has been a thorn in my side before with things like this before. I hope people have better luck than me!",0.9731,Positive,2023-05-29
617,1,"If I could give 0 stars I would. I purchased one of these phones in mid July 2023. It came perfect and functioned perfectly, and I set it up with my carrier no issues at all. Then 2 days ago I wake up one morning and my phone is saying SOS where the data bars typically are. After troubleshooting on my own and no fix I get in touch with T-mobile (my carrier). They tell me that their system had identified the phones IMEI number as FRAUDULENT. Therefore my IMEI number has been completely blocked from their system and can no longer be carried by them. So I get in contact with the sellers who act like they have absolutely no idea what I’m talking about. Thank God I wasn’t past the deadline of a refund so I immediately did so which has already been approved. Another downside- when I purchased the fraudulent phone, Amazon gave me the option to trade in my iPhone 11 for a $200 rebate. So what did I do? I sent in my perfectly non-fraudulent and functional iPhone 11. I now have purchased a new replacement of the phone through T-mobile, but I now no longer have a functioning phone to trade in and get a rebate because I have to send this fraudulent one back to Amazon by October. So I’ve come out screwed. Just spend the extra $300 and get one from a reputable seller that you know for sure isn’t going to scam you.",-0.8783,Negative,2023-01-18
618,5,"Phone in practically perfect condition, just a small mark on the bottom but for the price paid, it was very good! I recommend the seller, fast delivery.",0.891,Positive,2023-10-29
619,3,"The phone model itself is pretty great when it works.  However, the phone power button to unlock it doesnt work when pressed 100% of the time.  Sometimes it takes a handful of tries before the screen turns on.  Otherwise, the phone looks pretty good for being refurbished.",0.9246,Positive,2023-04-08
620,5,The seller is genuine and provide best service to customers and his products are authentic and excellent in condition. No issues. 100% satisfaction. Excellent service !!! 5 star service. Excellent products!!!,0.9594,Positive,2023-05-24
621,5,"Bought a yr 1/2 ago , just like new still",0.3612,Positive,2023-05-05
622,2,"(1) The product was stated as being in ""excellent"" condition which specifically says no visible cosmetic damage.  See the attached pic - there is a very visible and tangible chip in the phone body on the bottom left.  (2) Listing specifically says it will come with a USB-C to Lightning cable - it did not.  It came with a standard USB to Lightning cable (not USB-C). (3) Says it comes with a ""SIM removal tool"" - it came with a literal paperclip with instructions on how to use it for SIM removal.",-0.6597,Negative,2023-06-12
